account_id,account_name,tier,arr,mrr,pricing_model,owner,csm,segment,status,created_at
ACC-369,IroncladWorkflow Group 369,Growth,70138.32,5844.86,usage-based,James Wilson,Rachel Kim,Mid-Market,active,2024-02-06T14:00:00
ACC-370,BrightForgeWorkflow Group 370,Enterprise,483330.13,40277.51,usage-based,Priya Patel,Tom Bradley,Enterprise,active,2023-05-06T14:00:00
ACC-371,CoreSignalWorkflow Group 371,Growth,103475.96,8623.0,usage-based,James Wilson,Lisa Chang,Mid-Market,active,2023-04-09T14:00:00
ACC-372,TrueNorthWorkflow Group 372,Growth,141973.92,11831.16,usage-based,Priya Patel,Lisa Chang,Mid-Market,churned,2024-02-04T14:00:00
ACC-373,NorthstarAutomation Group 373,Enterprise,404798.01,33733.17,usage-based,Marcus Johnson,Mike Rivera,Enterprise,active,2025-04-05T14:00:00
ACC-374,BluePeakAutomation Group 374,Growth,110378.67,9198.22,usage-based,Ana Rodriguez,Rachel Kim,Mid-Market,active,2024-09-14T14:00:00
ACC-375,ClearPathAutomation Group 375,Starter,38678.57,3223.21,hybrid,Ana Rodriguez,Tom Bradley,SMB,active,2024-11-13T14:00:00
ACC-376,EvergreenAutomation Group 376,Growth,130691.27,10890.94,usage-based,Ana Rodriguez,Rachel Kim,Mid-Market,active,2024-01-02T14:00:00
ACC-377,SilverlineAutomation Group 377,Starter,24910.59,2075.88,usage-based,James Wilson,David Park,SMB,active,2024-02-13T14:00:00
ACC-378,KeystoneAutomation Group 378,Starter,15314.91,1276.24,hybrid,Sarah Chen,Mike Rivera,SMB,active,2024-08-11T14:00:00
ACC-379,SummitAutomation Group 379,Growth,199056.43,16588.04,usage-based,James Wilson,Tom Bradley,Mid-Market,active,2023-11-24T14:00:00
ACC-380,RiverbendAutomation Group 380,Enterprise,233748.54,19479.05,usage-based,Marcus Johnson,Tom Bradley,Enterprise,active,2023-05-13T14:00:00
ACC-381,IroncladAutomation Group 381,Growth,113779.22,9481.6,usage-based,Sarah Chen,Rachel Kim,Mid-Market,active,2025-04-04T14:00:00
ACC-382,BrightForgeAutomation Group 382,Growth,76648.64,6387.39,usage-based,Ana Rodriguez,Tom Bradley,Mid-Market,active,2025-03-12T14:00:00
ACC-383,CoreSignalAutomation Group 383,Growth,122163.08,10180.26,usage-based,Ana Rodriguez,Tom Bradley,Mid-Market,active,2023-02-01T14:00:00
ACC-384,TrueNorthAutomation Group 384,Starter,31133.55,2594.46,usage-based,Marcus Johnson,Mike Rivera,SMB,active,2024-04-18T14:00:00
ACC-385,NorthstarSecurity Group 385,Growth,217648.2,18137.35,usage-based,Ana Rodriguez,Tom Bradley,Mid-Market,active,2023-04-14T14:00:00
ACC-386,BluePeakSecurity Group 386,Enterprise,481231.48,40102.62,usage-based,James Wilson,David Park,Enterprise,active,2025-04-15T14:00:00
ACC-387,ClearPathSecurity Group 387,Enterprise,248518.19,20709.85,usage-based,Priya Patel,Rachel Kim,Enterprise,active,2023-12-12T14:00:00
ACC-388,EvergreenSecurity Group 388,Growth,149914.37,12492.86,usage-based,Ana Rodriguez,Lisa Chang,Mid-Market,active,2024-06-25T14:00:00
ACC-389,SilverlineSecurity Group 389,Starter,18830.02,1569.17,hybrid,Ana Rodriguez,Tom Bradley,SMB,active,2023-09-27T14:00:00
ACC-390,KeystoneSecurity Group 390,Growth,189435.51,15786.29,usage-based,Ana Rodriguez,Rachel Kim,Mid-Market,active,2023-06-01T14:00:00
ACC-391,SummitSecurity Group 391,Growth,126530.88,10544.24,usage-based,Sarah Chen,Tom Bradley,Mid-Market,active,2024-06-21T14:00:00
ACC-392,RiverbendSecurity Group 392,Growth,216421.85,18035.15,usage-based,Ana Rodriguez,Tom Bradley,Mid-Market,active,2023-03-03T14:00:00
ACC-393,IroncladSecurity Group 393,Starter,37651.37,3137.61,usage-based,Ana Rodriguez,Rachel Kim,SMB,active,2024-08-28T14:00:00
ACC-394,BrightForgeSecurity Group 394,Starter,34618.74,2884.89,usage-based,Sarah Chen,David Park,SMB,active,2024-01-21T14:00:00
ACC-395,CoreSignalSecurity Group 395,Enterprise,494512.62,41209.39,usage-based,Ana Rodriguez,Rachel Kim,Enterprise,active,2024-12-26T14:00:00
ACC-396,TrueNorthSecurity Group 396,Starter,16234.68,1352.89,usage-based,Marcus Johnson,Mike Rivera,SMB,active,2024-03-01T14:00:00
ACC-397,NorthstarCommerce Group 397,Growth,68954.76,5746.23,usage-based,Marcus Johnson,Rachel Kim,Mid-Market,active,2023-12-30T14:00:00
ACC-398,BluePeakCommerce Group 398,Growth,205852.73,17154.39,usage-based,Sarah Chen,Lisa Chang,Mid-Market,active,2023-12-12T14:00:00
ACC-399,ClearPathCommerce Group 399,Enterprise,342524.77,28543.73,usage-based,James Wilson,David Park,Enterprise,active,2024-05-06T14:00:00
ACC-400,EvergreenCommerce Group 400,Growth,72826.47,6068.87,usage-based,Ana Rodriguez,Tom Bradley,Mid-Market,active,2023-11-14T14:00:00
ACC-401,SilverlineCommerce Group 401,Growth,179414.18,14951.18,usage-based,Priya Patel,David Park,Mid-Market,active,2024-01-17T14:00:00
ACC-402,KeystoneCommerce Group 402,Enterprise,303259.57,25271.63,usage-based,Ana Rodriguez,Tom Bradley,Enterprise,active,2024-10-08T14:00:00
ACC-403,SummitCommerce Group 403,Starter,41396.85,3449.74,hybrid,Marcus Johnson,Rachel Kim,SMB,active,2024-07-06T14:00:00
ACC-404,RiverbendCommerce Group 404,Enterprise,460243.8,38353.65,usage-based,Priya Patel,Tom Bradley,Enterprise,active,2025-01-22T14:00:00
ACC-405,IroncladCommerce Group 405,Growth,138687.98,11557.33,usage-based,James Wilson,Tom Bradley,Mid-Market,active,2023-03-27T14:00:00
ACC-406,BrightForgeCommerce Group 406,Starter,17875.39,1489.62,hybrid,Sarah Chen,Tom Bradley,SMB,active,2024-02-29T14:00:00
ACC-407,CoreSignalCommerce Group 407,Growth,175026.25,14585.52,usage-based,Marcus Johnson,Lisa Chang,Mid-Market,active,2023-01-30T14:00:00
ACC-408,TrueNorthCommerce Group 408,Enterprise,646511.97,53876.0,usage-based,Priya Patel,Lisa Chang,Enterprise,active,2025-02-04T14:00:00
ACC-409,NorthstarHealth Group 409,Growth,146455.83,12204.65,usage-based,Marcus Johnson,Mike Rivera,Mid-Market,active,2023-07-11T14:00:00
ACC-410,BluePeakHealth Group 410,Starter,15672.84,1306.07,usage-based,Sarah Chen,Mike Rivera,SMB,active,2024-03-29T14:00:00
ACC-411,ClearPathHealth Group 411,Growth,126087.9,10507.32,usage-based,Marcus Johnson,Mike Rivera,Mid-Market,active,2023-11-10T14:00:00
ACC-412,EvergreenHealth Group 412,Starter,13370.0,1114.17,hybrid,James Wilson,Lisa Chang,SMB,active,2023-04-13T14:00:00
ACC-413,SilverlineHealth Group 413,Starter,18919.7,1576.64,usage-based,Sarah Chen,David Park,SMB,active,2024-10-01T14:00:00
ACC-414,KeystoneHealth Group 414,Growth,170714.95,14226.25,usage-based,Sarah Chen,Lisa Chang,Mid-Market,active,2024-03-25T14:00:00
ACC-415,SummitHealth Group 415,Starter,13976.82,1164.73,usage-based,James Wilson,Rachel Kim,SMB,active,2024-11-17T14:00:00
ACC-416,RiverbendHealth Group 416,Starter,40712.47,3392.71,hybrid,Sarah Chen,Mike Rivera,SMB,active,2024-07-25T14:00:00
ACC-417,IroncladHealth Group 417,Growth,61099.52,5091.63,usage-based,Priya Patel,Tom Bradley,Mid-Market,active,2024-02-16T14:00:00
ACC-418,BrightForgeHealth Group 418,Starter,26472.22,2206.02,hybrid,Marcus Johnson,David Park,SMB,active,2024-02-02T14:00:00
ACC-419,CoreSignalHealth Group 419,Growth,185968.87,15497.41,usage-based,Priya Patel,Lisa Chang,Mid-Market,active,2023-05-09T14:00:00
ACC-420,TrueNorthHealth Group 420,Growth,87793.15,7316.1,usage-based,Marcus Johnson,Mike Rivera,Mid-Market,active,2023-05-03T14:00:00
ACC-421,NorthstarLogistics Group 421,Growth,94514.32,7876.19,usage-based,Marcus Johnson,Lisa Chang,Mid-Market,active,2023-09-09T14:00:00
ACC-422,BluePeakLogistics Group 422,Starter,38499.45,3208.29,hybrid,Ana Rodriguez,Tom Bradley,SMB,active,2025-02-27T14:00:00
ACC-423,ClearPathLogistics Group 423,Growth,58978.55,4914.88,usage-based,Marcus Johnson,Rachel Kim,Mid-Market,active,2024-06-29T14:00:00
ACC-424,EvergreenLogistics Group 424,Starter,8232.22,686.02,hybrid,Marcus Johnson,Rachel Kim,SMB,active,2023-04-16T14:00:00
ACC-425,SilverlineLogistics Group 425,Enterprise,344812.65,28734.39,usage-based,Ana Rodriguez,David Park,Enterprise,churned,2025-05-15T14:00:00
ACC-426,KeystoneLogistics Group 426,Enterprise,359776.05,29981.34,usage-based,Marcus Johnson,Mike Rivera,Enterprise,active,2023-07-13T14:00:00
ACC-427,SummitLogistics Group 427,Enterprise,333403.17,27783.6,usage-based,James Wilson,David Park,Enterprise,active,2023-06-06T14:00:00
ACC-428,RiverbendLogistics Group 428,Growth,164871.69,13739.31,usage-based,Priya Patel,Tom Bradley,Mid-Market,active,2023-09-05T14:00:00
ACC-429,IroncladLogistics Group 429,Enterprise,658680.27,54890.02,usage-based,James Wilson,Lisa Chang,Enterprise,active,2024-02-16T14:00:00
ACC-430,BrightForgeLogistics Group 430,Growth,149821.53,12485.13,usage-based,James Wilson,David Park,Mid-Market,active,2024-01-30T14:00:00
ACC-431,CoreSignalLogistics Group 431,Growth,184755.11,15396.26,usage-based,Marcus Johnson,Lisa Chang,Mid-Market,active,2023-06-30T14:00:00
ACC-432,TrueNorthLogistics Group 432,Growth,197418.04,16451.5,usage-based,Sarah Chen,David Park,Mid-Market,active,2024-02-24T14:00:00
ACC-433,NorthstarAnalytics Technologies 433,Growth,106397.71,8866.48,usage-based,Ana Rodriguez,Mike Rivera,Mid-Market,active,2025-03-24T14:00:00
ACC-434,BluePeakAnalytics Technologies 434,Starter,38698.2,3224.85,usage-based,Ana Rodriguez,David Park,SMB,active,2024-12-24T14:00:00
ACC-435,ClearPathAnalytics Technologies 435,Enterprise,607243.0,50603.58,usage-based,James Wilson,Mike Rivera,Enterprise,active,2023-06-30T14:00:00
ACC-436,EvergreenAnalytics Technologies 436,Enterprise,471573.84,39297.82,usage-based,Sarah Chen,David Park,Enterprise,active,2024-02-25T14:00:00
ACC-437,SilverlineAnalytics Technologies 437,Starter,23416.7,1951.39,hybrid,James Wilson,David Park,SMB,active,2025-03-28T14:00:00
ACC-438,KeystoneAnalytics Technologies 438,Growth,161752.65,13479.39,usage-based,Priya Patel,Mike Rivera,Mid-Market,active,2024-04-16T14:00:00
ACC-439,SummitAnalytics Technologies 439,Enterprise,181507.74,15125.64,usage-based,Marcus Johnson,David Park,Enterprise,active,2025-03-13T14:00:00
ACC-440,RiverbendAnalytics Technologies 440,Enterprise,352264.43,29355.37,usage-based,Sarah Chen,David Park,Enterprise,active,2025-03-26T14:00:00
ACC-441,IroncladAnalytics Technologies 441,Starter,10346.65,862.22,hybrid,Sarah Chen,Tom Bradley,SMB,active,2024-04-03T14:00:00
ACC-442,BrightForgeAnalytics Technologies 442,Enterprise,247714.43,20642.87,usage-based,James Wilson,Tom Bradley,Enterprise,active,2024-04-30T14:00:00
ACC-443,CoreSignalAnalytics Technologies 443,Growth,205246.48,17103.87,usage-based,James Wilson,Rachel Kim,Mid-Market,active,2025-03-05T14:00:00
ACC-444,TrueNorthAnalytics Technologies 444,Growth,159799.07,13316.59,usage-based,Ana Rodriguez,Lisa Chang,Mid-Market,active,2023-07-27T14:00:00
ACC-445,NorthstarCloud Technologies 445,Growth,63116.7,5259.72,usage-based,Ana Rodriguez,Rachel Kim,Mid-Market,active,2023-12-02T14:00:00
ACC-446,BluePeakCloud Technologies 446,Enterprise,669362.19,55780.18,usage-based,Sarah Chen,Mike Rivera,Enterprise,active,2024-07-25T14:00:00
ACC-447,ClearPathCloud Technologies 447,Growth,169998.73,14166.56,usage-based,James Wilson,David Park,Mid-Market,active,2024-05-03T14:00:00
ACC-448,EvergreenCloud Technologies 448,Starter,16415.41,1367.95,hybrid,Marcus Johnson,Tom Bradley,SMB,active,2024-11-14T14:00:00
ACC-449,SilverlineCloud Technologies 449,Starter,32650.81,2720.9,usage-based,Sarah Chen,Rachel Kim,SMB,active,2023-09-05T14:00:00
ACC-450,KeystoneCloud Technologies 450,Growth,199308.68,16609.06,usage-based,Sarah Chen,Lisa Chang,Mid-Market,active,2024-10-27T14:00:00
ACC-451,SummitCloud Technologies 451,Enterprise,476972.07,39747.67,usage-based,James Wilson,David Park,Enterprise,active,2023-07-08T14:00:00
ACC-452,RiverbendCloud Technologies 452,Growth,50664.39,4222.03,usage-based,Sarah Chen,Rachel Kim,Mid-Market,active,2024-03-03T14:00:00
ACC-453,IroncladCloud Technologies 453,Enterprise,288634.61,24052.88,usage-based,Sarah Chen,Lisa Chang,Enterprise,active,2023-12-28T14:00:00
ACC-454,BrightForgeCloud Technologies 454,Starter,15961.49,1330.12,hybrid,Ana Rodriguez,David Park,SMB,active,2023-03-27T14:00:00
ACC-455,CoreSignalCloud Technologies 455,Growth,99078.39,8256.53,usage-based,Priya Patel,Lisa Chang,Mid-Market,active,2023-07-20T14:00:00
ACC-456,TrueNorthCloud Technologies 456,Growth,115613.72,9634.48,usage-based,Priya Patel,Mike Rivera,Mid-Market,active,2023-11-03T14:00:00
ACC-457,NorthstarData Technologies 457,Starter,37910.27,3159.19,usage-based,James Wilson,David Park,SMB,active,2024-01-05T14:00:00
ACC-458,BluePeakData Technologies 458,Enterprise,352207.41,29350.62,usage-based,James Wilson,David Park,Enterprise,active,2024-07-04T14:00:00
ACC-459,ClearPathData Technologies 459,Growth,114670.13,9555.84,usage-based,Priya Patel,Rachel Kim,Mid-Market,active,2024-11-19T14:00:00
ACC-460,EvergreenData Technologies 460,Growth,126286.35,10523.86,usage-based,Marcus Johnson,Tom Bradley,Mid-Market,active,2023-06-02T14:00:00
ACC-461,SilverlineData Technologies 461,Enterprise,411512.58,34292.72,usage-based,Sarah Chen,David Park,Enterprise,active,2024-03-30T14:00:00
ACC-462,KeystoneData Technologies 462,Starter,26947.75,2245.65,usage-based,James Wilson,Lisa Chang,SMB,active,2024-09-07T14:00:00
ACC-463,SummitData Technologies 463,Enterprise,503352.93,41946.08,usage-based,James Wilson,Tom Bradley,Enterprise,active,2025-02-21T14:00:00
ACC-464,RiverbendData Technologies 464,Growth,189634.32,15802.86,usage-based,Sarah Chen,Tom Bradley,Mid-Market,active,2024-05-05T14:00:00
ACC-465,IroncladData Technologies 465,Growth,149320.12,12443.34,usage-based,Sarah Chen,Lisa Chang,Mid-Market,active,2023-02-23T14:00:00
ACC-466,BrightForgeData Technologies 466,Growth,170926.33,14243.86,usage-based,Ana Rodriguez,Lisa Chang,Mid-Market,active,2024-01-22T14:00:00
ACC-467,CoreSignalData Technologies 467,Enterprise,633516.41,52793.03,usage-based,Priya Patel,Mike Rivera,Enterprise,active,2024-10-22T14:00:00
ACC-468,TrueNorthData Technologies 468,Starter,40710.64,3392.55,usage-based,James Wilson,Lisa Chang,SMB,active,2023-06-14T14:00:00
ACC-469,NorthstarMetrics Technologies 469,Growth,78403.34,6533.61,usage-based,Marcus Johnson,David Park,Mid-Market,active,2024-07-01T14:00:00
ACC-470,BluePeakMetrics Technologies 470,Growth,109757.79,9146.48,usage-based,Ana Rodriguez,Tom Bradley,Mid-Market,active,2024-07-15T14:00:00
ACC-471,ClearPathMetrics Technologies 471,Growth,133281.34,11106.78,usage-based,James Wilson,Rachel Kim,Mid-Market,active,2025-02-15T14:00:00
ACC-472,EvergreenMetrics Technologies 472,Starter,32562.06,2713.51,hybrid,Marcus Johnson,Tom Bradley,SMB,active,2024-07-10T14:00:00
ACC-473,SilverlineMetrics Technologies 473,Growth,142129.4,11844.12,usage-based,Marcus Johnson,Lisa Chang,Mid-Market,active,2025-05-10T14:00:00
ACC-474,KeystoneMetrics Technologies 474,Enterprise,647379.13,53948.26,usage-based,Ana Rodriguez,Rachel Kim,Enterprise,active,2024-07-28T14:00:00
ACC-475,SummitMetrics Technologies 475,Enterprise,344932.64,28744.39,usage-based,James Wilson,David Park,Enterprise,active,2023-01-24T14:00:00
ACC-476,RiverbendMetrics Technologies 476,Growth,140014.37,11667.86,usage-based,Priya Patel,Tom Bradley,Mid-Market,active,2023-04-06T14:00:00
ACC-477,IroncladMetrics Technologies 477,Starter,40861.28,3405.11,hybrid,James Wilson,Lisa Chang,SMB,active,2023-05-07T14:00:00
ACC-478,BrightForgeMetrics Technologies 478,Starter,13755.03,1146.25,hybrid,Marcus Johnson,David Park,SMB,churned,2023-08-08T14:00:00
ACC-479,CoreSignalMetrics Technologies 479,Starter,25814.11,2151.18,usage-based,Sarah Chen,Mike Rivera,SMB,active,2024-03-30T14:00:00
ACC-480,TrueNorthMetrics Technologies 480,Enterprise,495350.82,41279.24,usage-based,Sarah Chen,Lisa Chang,Enterprise,active,2025-05-17T14:00:00
ACC-481,NorthstarOps Technologies 481,Enterprise,408004.83,34000.4,usage-based,Sarah Chen,David Park,Enterprise,active,2023-08-12T14:00:00
ACC-482,BluePeakOps Technologies 482,Enterprise,488259.68,40688.31,usage-based,James Wilson,Rachel Kim,Enterprise,active,2025-05-10T14:00:00
ACC-483,ClearPathOps Technologies 483,Enterprise,455821.78,37985.15,usage-based,Sarah Chen,Mike Rivera,Enterprise,active,2023-12-01T14:00:00
ACC-484,EvergreenOps Technologies 484,Growth,137361.38,11446.78,usage-based,Priya Patel,Mike Rivera,Mid-Market,active,2023-12-29T14:00:00
ACC-485,SilverlineOps Technologies 485,Starter,30917.12,2576.43,usage-based,Sarah Chen,Mike Rivera,SMB,active,2023-12-07T14:00:00
ACC-486,KeystoneOps Technologies 486,Enterprise,275966.03,22997.17,usage-based,Ana Rodriguez,Tom Bradley,Enterprise,active,2023-02-12T14:00:00
ACC-487,SummitOps Technologies 487,Growth,183498.67,15291.56,usage-based,Sarah Chen,Tom Bradley,Mid-Market,active,2024-04-06T14:00:00
ACC-488,RiverbendOps Technologies 488,Growth,85291.01,7107.58,usage-based,Marcus Johnson,Tom Bradley,Mid-Market,active,2023-06-26T14:00:00
ACC-489,IroncladOps Technologies 489,Starter,10740.98,895.08,usage-based,Sarah Chen,Rachel Kim,SMB,active,2024-05-03T14:00:00
ACC-490,BrightForgeOps Technologies 490,Growth,126728.91,10560.74,usage-based,Sarah Chen,Lisa Chang,Mid-Market,active,2025-03-03T14:00:00
ACC-491,CoreSignalOps Technologies 491,Growth,119235.92,9936.33,usage-based,Priya Patel,David Park,Mid-Market,active,2025-02-18T14:00:00
ACC-492,TrueNorthOps Technologies 492,Starter,39251.18,3270.93,usage-based,Marcus Johnson,David Park,SMB,active,2024-01-26T14:00:00
ACC-493,NorthstarRevenue Technologies 493,Enterprise,642079.63,53506.64,usage-based,Priya Patel,David Park,Enterprise,active,2023-10-27T14:00:00
ACC-494,BluePeakRevenue Technologies 494,Growth,73925.1,6160.43,usage-based,Priya Patel,Mike Rivera,Mid-Market,active,2024-10-26T14:00:00
ACC-495,ClearPathRevenue Technologies 495,Starter,33576.65,2798.05,hybrid,Sarah Chen,Tom Bradley,SMB,active,2024-12-11T14:00:00
ACC-496,EvergreenRevenue Technologies 496,Growth,142871.87,11905.99,usage-based,James Wilson,David Park,Mid-Market,active,2024-06-21T14:00:00
ACC-497,SilverlineRevenue Technologies 497,Enterprise,549872.59,45822.72,usage-based,Sarah Chen,David Park,Enterprise,active,2023-04-24T14:00:00
ACC-498,KeystoneRevenue Technologies 498,Starter,9825.68,818.81,hybrid,Marcus Johnson,Mike Rivera,SMB,active,2024-06-12T14:00:00
ACC-499,SummitRevenue Technologies 499,Growth,151268.01,12605.67,usage-based,Ana Rodriguez,Rachel Kim,Mid-Market,active,2023-03-26T14:00:00
ACC-500,RiverbendRevenue Technologies 500,Growth,154873.88,12906.16,usage-based,James Wilson,Rachel Kim,Mid-Market,active,2024-10-05T14:00:00
ACC-501,IroncladRevenue Technologies 501,Growth,209523.43,17460.29,usage-based,James Wilson,Lisa Chang,Mid-Market,active,2023-06-30T14:00:00
ACC-502,BrightForgeRevenue Technologies 502,Growth,109652.94,9137.75,usage-based,Ana Rodriguez,Tom Bradley,Mid-Market,active,2023-03-01T14:00:00
ACC-503,CoreSignalRevenue Technologies 503,Enterprise,216753.34,18062.78,usage-based,Priya Patel,Lisa Chang,Enterprise,active,2024-05-02T14:00:00
ACC-504,TrueNorthRevenue Technologies 504,Growth,154834.36,12902.86,usage-based,James Wilson,Tom Bradley,Mid-Market,active,2024-05-22T14:00:00
ACC-505,NorthstarWorkflow Technologies 505,Enterprise,182597.61,15216.47,usage-based,Priya Patel,Rachel Kim,Enterprise,active,2024-05-23T14:00:00
ACC-506,BluePeakWorkflow Technologies 506,Growth,60197.19,5016.43,usage-based,Sarah Chen,Lisa Chang,Mid-Market,active,2024-03-11T14:00:00
ACC-507,ClearPathWorkflow Technologies 507,Growth,140743.72,11728.64,usage-based,James Wilson,Mike Rivera,Mid-Market,active,2025-04-30T14:00:00
ACC-508,EvergreenWorkflow Technologies 508,Enterprise,457109.9,38092.49,usage-based,Ana Rodriguez,David Park,Enterprise,active,2023-03-15T14:00:00
ACC-509,SilverlineWorkflow Technologies 509,Growth,110572.35,9214.36,usage-based,Priya Patel,Rachel Kim,Mid-Market,active,2024-04-24T14:00:00
ACC-510,KeystoneWorkflow Technologies 510,Growth,171022.2,14251.85,usage-based,Ana Rodriguez,Lisa Chang,Mid-Market,active,2023-10-19T14:00:00
ACC-511,SummitWorkflow Technologies 511,Growth,163986.25,13665.52,usage-based,Marcus Johnson,Lisa Chang,Mid-Market,active,2024-08-24T14:00:00
ACC-512,RiverbendWorkflow Technologies 512,Growth,129776.06,10814.67,usage-based,Sarah Chen,Lisa Chang,Mid-Market,active,2024-03-07T14:00:00
ACC-513,IroncladWorkflow Technologies 513,Enterprise,329876.13,27489.68,usage-based,Sarah Chen,Tom Bradley,Enterprise,active,2024-09-11T14:00:00
ACC-514,BrightForgeWorkflow Technologies 514,Starter,32510.58,2709.22,hybrid,Ana Rodriguez,David Park,SMB,active,2024-11-07T14:00:00
ACC-515,CoreSignalWorkflow Technologies 515,Growth,66117.14,5509.76,usage-based,Sarah Chen,Rachel Kim,Mid-Market,active,2024-06-20T14:00:00
ACC-516,TrueNorthWorkflow Technologies 516,Starter,20916.26,1743.02,hybrid,James Wilson,Tom Bradley,SMB,active,2024-03-12T14:00:00
ACC-517,NorthstarAutomation Technologies 517,Starter,37223.29,3101.94,usage-based,Priya Patel,Tom Bradley,SMB,active,2023-09-17T14:00:00
ACC-518,BluePeakAutomation Technologies 518,Starter,14828.95,1235.75,hybrid,Marcus Johnson,Rachel Kim,SMB,active,2024-07-04T14:00:00
ACC-519,ClearPathAutomation Technologies 519,Enterprise,527478.88,43956.57,usage-based,James Wilson,David Park,Enterprise,active,2023-03-18T14:00:00
ACC-520,EvergreenAutomation Technologies 520,Enterprise,368027.65,30668.97,usage-based,James Wilson,Tom Bradley,Enterprise,active,2025-01-30T14:00:00
ACC-521,SilverlineAutomation Technologies 521,Starter,14793.2,1232.77,usage-based,Ana Rodriguez,Mike Rivera,SMB,active,2023-05-13T14:00:00
ACC-522,KeystoneAutomation Technologies 522,Growth,168089.34,14007.44,usage-based,James Wilson,Tom Bradley,Mid-Market,active,2023-01-26T14:00:00
ACC-523,SummitAutomation Technologies 523,Growth,187775.87,15647.99,usage-based,James Wilson,Rachel Kim,Mid-Market,active,2025-01-04T14:00:00
ACC-524,RiverbendAutomation Technologies 524,Growth,85079.77,7089.98,usage-based,Marcus Johnson,Rachel Kim,Mid-Market,active,2023-03-10T14:00:00
ACC-525,IroncladAutomation Technologies 525,Growth,121933.88,10161.16,usage-based,Ana Rodriguez,Rachel Kim,Mid-Market,active,2023-10-08T14:00:00
ACC-526,BrightForgeAutomation Technologies 526,Growth,132177.05,11014.75,usage-based,James Wilson,David Park,Mid-Market,active,2025-04-19T14:00:00
ACC-527,CoreSignalAutomation Technologies 527,Starter,20224.0,1685.33,usage-based,Sarah Chen,Lisa Chang,SMB,active,2023-07-23T14:00:00
ACC-528,TrueNorthAutomation Technologies 528,Enterprise,263169.25,21930.77,usage-based,Ana Rodriguez,Mike Rivera,Enterprise,active,2023-10-28T14:00:00
ACC-529,NorthstarSecurity Technologies 529,Starter,31034.04,2586.17,hybrid,Priya Patel,Rachel Kim,SMB,active,2025-02-07T14:00:00
ACC-530,BluePeakSecurity Technologies 530,Enterprise,309369.19,25780.77,usage-based,Ana Rodriguez,David Park,Enterprise,active,2023-11-02T14:00:00
ACC-531,ClearPathSecurity Technologies 531,Growth,144391.9,12032.66,usage-based,James Wilson,Tom Bradley,Mid-Market,churned,2024-04-21T14:00:00
ACC-532,EvergreenSecurity Technologies 532,Growth,162960.88,13580.07,usage-based,Ana Rodriguez,Lisa Chang,Mid-Market,active,2024-06-07T14:00:00
ACC-533,SilverlineSecurity Technologies 533,Starter,24414.22,2034.52,hybrid,James Wilson,Mike Rivera,SMB,active,2025-01-28T14:00:00
ACC-534,KeystoneSecurity Technologies 534,Starter,32825.12,2735.43,hybrid,Priya Patel,Tom Bradley,SMB,active,2024-02-15T14:00:00
ACC-535,SummitSecurity Technologies 535,Starter,25717.9,2143.16,hybrid,James Wilson,Mike Rivera,SMB,active,2024-03-04T14:00:00
ACC-536,RiverbendSecurity Technologies 536,Growth,122535.6,10211.3,usage-based,Sarah Chen,Tom Bradley,Mid-Market,active,2025-04-11T14:00:00
ACC-537,IroncladSecurity Technologies 537,Starter,11912.9,992.74,hybrid,Sarah Chen,Lisa Chang,SMB,active,2023-04-29T14:00:00
ACC-538,BrightForgeSecurity Technologies 538,Enterprise,267226.62,22268.88,usage-based,Marcus Johnson,Tom Bradley,Enterprise,active,2023-10-31T14:00:00
ACC-539,CoreSignalSecurity Technologies 539,Growth,124245.64,10353.8,usage-based,James Wilson,Lisa Chang,Mid-Market,active,2024-11-17T14:00:00
ACC-540,TrueNorthSecurity Technologies 540,Growth,118919.93,9909.99,usage-based,Sarah Chen,David Park,Mid-Market,active,2024-11-05T14:00:00
ACC-541,NorthstarCommerce Technologies 541,Growth,118460.41,9871.7,usage-based,Sarah Chen,Lisa Chang,Mid-Market,active,2024-10-28T14:00:00
ACC-542,BluePeakCommerce Technologies 542,Enterprise,531879.87,44323.32,usage-based,Sarah Chen,David Park,Enterprise,active,2025-02-11T14:00:00
ACC-543,ClearPathCommerce Technologies 543,Starter,26254.23,2187.85,hybrid,Priya Patel,Lisa Chang,SMB,active,2024-02-13T14:00:00
ACC-544,EvergreenCommerce Technologies 544,Enterprise,515350.71,42945.89,usage-based,James Wilson,David Park,Enterprise,active,2023-08-11T14:00:00
ACC-545,SilverlineCommerce Technologies 545,Growth,111177.79,9264.82,usage-based,James Wilson,David Park,Mid-Market,active,2025-01-30T14:00:00
ACC-546,KeystoneCommerce Technologies 546,Growth,192502.17,16041.85,usage-based,Ana Rodriguez,Lisa Chang,Mid-Market,active,2023-02-13T14:00:00
ACC-547,SummitCommerce Technologies 547,Growth,184509.18,15375.76,usage-based,Ana Rodriguez,David Park,Mid-Market,active,2025-03-01T14:00:00
ACC-548,RiverbendCommerce Technologies 548,Growth,97747.06,8145.59,usage-based,Marcus Johnson,Tom Bradley,Mid-Market,active,2025-01-27T14:00:00
ACC-549,IroncladCommerce Technologies 549,Enterprise,526718.27,43893.19,usage-based,Ana Rodriguez,Rachel Kim,Enterprise,active,2024-03-24T14:00:00
ACC-550,BrightForgeCommerce Technologies 550,Growth,144315.48,12026.29,usage-based,James Wilson,Lisa Chang,Mid-Market,active,2024-01-14T14:00:00
