ticket_id,account_id,subject,priority,status,created_at,resolved_at,category
TKT-ee1be653,ACC-216,Data duplication in reports,high,resolved,2025-07-09T14:00:00,2025-07-11T20:00:00,bug
TKT-2bd08f35,ACC-216,Missing overage charges,high,resolved,2025-07-09T14:00:00,2025-07-16T06:00:00,billing
TKT-16af1a47,ACC-216,Missing overage charges,high,in_progress,2025-07-04T14:00:00,,billing
TKT-413066e5,ACC-216,Authentication error,medium,resolved,2025-05-11T14:00:00,2025-05-15T05:00:00,technical
TKT-725461ae,ACC-216,Export file corrupted,high,open,2025-06-25T14:00:00,,bug
TKT-aace6f01,ACC-216,Missing overage charges,high,in_progress,2025-06-08T14:00:00,,billing
TKT-83d645db,ACC-216,Rate limiting issue,critical,resolved,2025-05-05T14:00:00,2025-05-12T08:00:00,technical
TKT-2992d283,ACC-217,Migration assistance,medium,resolved,2025-05-10T14:00:00,2025-05-13T13:00:00,onboarding
TKT-00247f70,ACC-218,Incorrect usage metrics,low,resolved,2025-07-09T14:00:00,2025-07-14T04:00:00,bug
TKT-13dda675,ACC-220,Rate limiting issue,low,resolved,2025-06-23T14:00:00,2025-06-26T00:00:00,technical
TKT-76696315,ACC-223,Billing cycle question,medium,resolved,2025-07-04T14:00:00,2025-07-07T17:00:00,billing
TKT-19f52d5d,ACC-225,Billing cycle question,critical,in_progress,2025-06-17T14:00:00,,billing
TKT-d5b06bd0,ACC-225,Team training request,medium,resolved,2025-07-06T14:00:00,2025-07-08T05:00:00,onboarding
TKT-dfe39bfa,ACC-225,API latency spike,low,resolved,2025-05-25T14:00:00,2025-05-30T06:00:00,technical
TKT-7e8acece,ACC-225,Incorrect usage metrics,medium,resolved,2025-06-09T14:00:00,2025-06-16T10:00:00,bug
TKT-05c69bdd,ACC-227,Dashboard not loading,critical,open,2025-05-17T14:00:00,,bug
TKT-64753102,ACC-227,API v2 access,medium,open,2025-06-09T14:00:00,,feature_request
TKT-e6fe24d6,ACC-230,Integration setup help,medium,resolved,2025-05-23T14:00:00,2025-05-28T13:00:00,onboarding
TKT-332e37dd,ACC-230,Migration assistance,low,in_progress,2025-06-29T14:00:00,,onboarding
TKT-13c857df,ACC-231,Dashboard not loading,medium,open,2025-06-28T14:00:00,,bug
TKT-9be79e83,ACC-231,Incorrect usage metrics,low,resolved,2025-06-07T14:00:00,2025-06-09T17:00:00,bug
TKT-b6a7885c,ACC-232,Migration assistance,medium,resolved,2025-07-10T14:00:00,2025-07-14T16:00:00,onboarding
TKT-a8d16301,ACC-232,Dashboard not loading,low,resolved,2025-06-29T14:00:00,2025-07-06T09:00:00,bug
TKT-bca74fac,ACC-232,Team training request,critical,in_progress,2025-06-25T14:00:00,,onboarding
TKT-9374a7b7,ACC-232,Export file corrupted,medium,resolved,2025-05-27T14:00:00,2025-06-01T22:00:00,bug
TKT-55fc60f9,ACC-233,Billing cycle question,medium,resolved,2025-05-23T14:00:00,2025-05-25T23:00:00,billing
TKT-9d584b34,ACC-234,Missing overage charges,low,resolved,2025-05-19T14:00:00,2025-05-20T03:00:00,billing
TKT-b6388851,ACC-234,API latency spike,medium,resolved,2025-05-13T14:00:00,2025-05-15T21:00:00,technical
TKT-5d397312,ACC-234,Data sync failure,medium,resolved,2025-06-29T14:00:00,2025-07-02T22:00:00,technical
TKT-db05805b,ACC-234,Missing overage charges,low,resolved,2025-06-16T14:00:00,2025-06-23T12:00:00,billing
TKT-f6cebf58,ACC-235,Integration setup help,low,open,2025-06-03T14:00:00,,onboarding
TKT-a292a34d,ACC-235,Data duplication in reports,low,resolved,2025-05-05T14:00:00,2025-05-06T16:00:00,bug
TKT-f4bd6ee8,ACC-235,Migration assistance,medium,in_progress,2025-06-04T14:00:00,,onboarding
TKT-b3949e59,ACC-235,Documentation question,medium,in_progress,2025-07-08T14:00:00,,onboarding
TKT-6095064d,ACC-236,Authentication error,high,resolved,2025-05-24T14:00:00,2025-05-31T12:00:00,technical
TKT-c6b27d7a,ACC-236,Authentication error,high,resolved,2025-05-22T14:00:00,2025-05-25T03:00:00,technical
TKT-7b54337d,ACC-236,Data sync failure,high,resolved,2025-05-09T14:00:00,2025-05-14T17:00:00,technical
TKT-ea909971,ACC-236,API latency spike,medium,resolved,2025-06-03T14:00:00,2025-06-04T17:00:00,technical
TKT-e3f9e43e,ACC-236,Incorrect usage metrics,medium,open,2025-05-10T14:00:00,,bug
TKT-b9934f1b,ACC-236,Team training request,medium,resolved,2025-06-10T14:00:00,2025-06-16T02:00:00,onboarding
TKT-11eb6d48,ACC-236,Data sync failure,medium,resolved,2025-05-13T14:00:00,2025-05-15T06:00:00,technical
TKT-3d3b503c,ACC-236,Documentation question,high,resolved,2025-05-09T14:00:00,2025-05-15T07:00:00,onboarding
TKT-70b70ad7,ACC-236,Team training request,medium,resolved,2025-07-01T14:00:00,2025-07-04T02:00:00,onboarding
TKT-7486e7af,ACC-236,API latency spike,critical,open,2025-05-05T14:00:00,,technical
TKT-b2fc273c,ACC-237,Bulk export capability,medium,in_progress,2025-05-26T14:00:00,,feature_request
TKT-da69f388,ACC-237,API v2 access,medium,resolved,2025-05-12T14:00:00,2025-05-14T21:00:00,feature_request
TKT-7c1f1179,ACC-237,Incorrect invoice amount,high,open,2025-06-08T14:00:00,,billing
TKT-0cc3a797,ACC-238,Documentation question,medium,resolved,2025-05-31T14:00:00,2025-06-02T08:00:00,onboarding
TKT-5b1c0660,ACC-238,Missing overage charges,critical,in_progress,2025-06-04T14:00:00,,billing
TKT-8de9c7da,ACC-238,Custom dashboard request,low,resolved,2025-06-01T14:00:00,2025-06-05T16:00:00,feature_request
TKT-6d84f6d8,ACC-240,Bulk export capability,high,resolved,2025-05-27T14:00:00,2025-05-27T23:00:00,feature_request
TKT-03ad6563,ACC-240,Authentication error,low,resolved,2025-05-09T14:00:00,2025-05-15T12:00:00,technical
TKT-3571e558,ACC-241,Billing cycle question,high,resolved,2025-06-17T14:00:00,2025-06-19T20:00:00,billing
TKT-2cbee7d7,ACC-241,Billing cycle question,high,resolved,2025-05-15T14:00:00,2025-05-18T13:00:00,billing
TKT-b105fa78,ACC-242,Missing overage charges,critical,in_progress,2025-06-19T14:00:00,,billing
TKT-77065299,ACC-242,Payment processing issue,low,resolved,2025-06-01T14:00:00,2025-06-03T21:00:00,billing
TKT-382f84c2,ACC-242,Data duplication in reports,high,resolved,2025-06-14T14:00:00,2025-06-21T08:00:00,bug
TKT-35a3c6ad,ACC-243,Missing overage charges,low,resolved,2025-05-26T14:00:00,2025-05-31T01:00:00,billing
TKT-845106cd,ACC-243,Custom dashboard request,high,open,2025-06-28T14:00:00,,feature_request
TKT-812edab0,ACC-244,Bulk export capability,critical,resolved,2025-06-30T14:00:00,2025-07-02T08:00:00,feature_request
TKT-87281a85,ACC-244,SSO integration,high,open,2025-05-31T14:00:00,,feature_request
TKT-5cf02b23,ACC-244,Missing overage charges,medium,resolved,2025-05-08T14:00:00,2025-05-09T09:00:00,billing
TKT-a44d1bb5,ACC-246,Payment processing issue,medium,resolved,2025-06-01T14:00:00,2025-06-02T17:00:00,billing
TKT-5d8b80e3,ACC-246,Team training request,high,in_progress,2025-05-14T14:00:00,,onboarding
TKT-9c72708e,ACC-246,Data duplication in reports,medium,open,2025-05-28T14:00:00,,bug
TKT-60fe966e,ACC-246,Missing overage charges,medium,in_progress,2025-05-03T14:00:00,,billing
TKT-c8ee11de,ACC-247,Billing cycle question,medium,resolved,2025-05-06T14:00:00,2025-05-07T23:00:00,billing
TKT-811aaffe,ACC-247,Incorrect invoice amount,low,resolved,2025-05-27T14:00:00,2025-05-31T20:00:00,billing
TKT-8f158bce,ACC-247,Incorrect usage metrics,low,resolved,2025-06-07T14:00:00,2025-06-12T23:00:00,bug
TKT-5c5f427a,ACC-248,Missing overage charges,medium,in_progress,2025-05-09T14:00:00,,billing
TKT-748f95d2,ACC-248,Team training request,low,open,2025-05-18T14:00:00,,onboarding
TKT-0a329d88,ACC-248,Integration setup help,medium,resolved,2025-07-08T14:00:00,2025-07-13T00:00:00,onboarding
TKT-797e50a9,ACC-249,Incorrect invoice amount,high,in_progress,2025-05-11T14:00:00,,billing
TKT-908534ee,ACC-250,Export file corrupted,high,open,2025-06-18T14:00:00,,bug
TKT-5ebdf095,ACC-250,Integration setup help,medium,in_progress,2025-06-17T14:00:00,,onboarding
TKT-4e588a95,ACC-250,Billing cycle question,high,resolved,2025-05-19T14:00:00,2025-05-20T23:00:00,billing
TKT-a8f1eba2,ACC-252,Export file corrupted,high,resolved,2025-06-11T14:00:00,2025-06-12T10:00:00,bug
TKT-b4648c2e,ACC-252,Dashboard not loading,low,open,2025-05-17T14:00:00,,bug
TKT-a67edf88,ACC-252,Authentication error,medium,resolved,2025-06-11T14:00:00,2025-06-12T18:00:00,technical
TKT-0c410fd6,ACC-253,Integration setup help,high,resolved,2025-07-07T14:00:00,2025-07-14T02:00:00,onboarding
TKT-0a6319a0,ACC-253,Incorrect usage metrics,low,open,2025-05-31T14:00:00,,bug
TKT-57ba0d45,ACC-254,API latency spike,medium,open,2025-06-14T14:00:00,,technical
TKT-0dc92b02,ACC-254,Custom dashboard request,high,in_progress,2025-07-07T14:00:00,,feature_request
TKT-4cd53186,ACC-254,Data duplication in reports,high,in_progress,2025-05-30T14:00:00,,bug
TKT-3f508692,ACC-255,Payment processing issue,low,resolved,2025-06-20T14:00:00,2025-06-24T21:00:00,billing
TKT-5577e4bb,ACC-255,Incorrect usage metrics,low,open,2025-05-21T14:00:00,,bug
TKT-f3c8e8b2,ACC-256,Migration assistance,high,open,2025-05-05T14:00:00,,onboarding
TKT-3ebdd533,ACC-256,Billing cycle question,medium,resolved,2025-07-04T14:00:00,2025-07-08T22:00:00,billing
TKT-a2acdf01,ACC-258,Team training request,critical,resolved,2025-07-02T14:00:00,2025-07-05T16:00:00,onboarding
TKT-25c83df9,ACC-258,Incorrect invoice amount,medium,open,2025-06-17T14:00:00,,billing
TKT-b1968d85,ACC-258,Bulk export capability,medium,open,2025-06-15T14:00:00,,feature_request
TKT-2fb3a50a,ACC-259,Rate limiting issue,high,resolved,2025-05-23T14:00:00,2025-05-24T20:00:00,technical
TKT-26241868,ACC-259,Billing cycle question,medium,in_progress,2025-05-13T14:00:00,,billing
TKT-39b7f935,ACC-259,Incorrect invoice amount,medium,resolved,2025-05-31T14:00:00,2025-06-06T03:00:00,billing
TKT-0182546d,ACC-259,Export file corrupted,high,resolved,2025-05-04T14:00:00,2025-05-08T05:00:00,bug
TKT-aa1a0bb4,ACC-259,Payment processing issue,medium,resolved,2025-05-26T14:00:00,2025-05-29T04:00:00,billing
TKT-80f65630,ACC-259,Export file corrupted,high,in_progress,2025-06-23T14:00:00,,bug
TKT-e29c0efe,ACC-259,Data sync failure,high,resolved,2025-06-06T14:00:00,2025-06-12T21:00:00,technical
TKT-8cb0cdfc,ACC-259,Dashboard not loading,critical,resolved,2025-06-27T14:00:00,2025-06-28T10:00:00,bug
TKT-cbbe8ae0,ACC-259,Authentication error,high,resolved,2025-07-08T14:00:00,2025-07-15T04:00:00,technical
TKT-b92d952e,ACC-259,Dashboard not loading,high,resolved,2025-06-15T14:00:00,2025-06-19T06:00:00,bug
TKT-0f161296,ACC-259,Payment processing issue,medium,open,2025-05-13T14:00:00,,billing
TKT-185d381a,ACC-260,Payment processing issue,critical,resolved,2025-06-04T14:00:00,2025-06-08T21:00:00,billing
TKT-ee9637d6,ACC-260,SSO integration,low,resolved,2025-07-08T14:00:00,2025-07-14T00:00:00,feature_request
TKT-b5ac6b98,ACC-260,Export file corrupted,low,open,2025-06-14T14:00:00,,bug
TKT-352e80e2,ACC-260,Billing cycle question,medium,resolved,2025-06-13T14:00:00,2025-06-19T23:00:00,billing
TKT-96be2bb6,ACC-261,Payment processing issue,medium,open,2025-05-24T14:00:00,,billing
TKT-b912c850,ACC-261,Data duplication in reports,high,resolved,2025-05-17T14:00:00,2025-05-22T22:00:00,bug
TKT-85cd0c7c,ACC-261,Dashboard not loading,high,in_progress,2025-06-30T14:00:00,,bug
TKT-ec934ef0,ACC-261,SSO integration,medium,resolved,2025-06-26T14:00:00,2025-07-01T22:00:00,feature_request
TKT-90126aa4,ACC-262,Rate limiting issue,critical,resolved,2025-04-30T14:00:00,2025-05-06T07:00:00,technical
TKT-042126fb,ACC-262,Export file corrupted,low,open,2025-05-09T14:00:00,,bug
TKT-f2fe671b,ACC-262,Incorrect usage metrics,medium,resolved,2025-06-22T14:00:00,2025-06-27T02:00:00,bug
TKT-7651f8b3,ACC-262,Integration setup help,high,open,2025-04-29T14:00:00,,onboarding
TKT-1bb1faa8,ACC-263,Billing cycle question,low,resolved,2025-06-05T14:00:00,2025-06-07T14:00:00,billing
TKT-8b035d2b,ACC-265,Documentation question,high,resolved,2025-05-27T14:00:00,2025-06-01T10:00:00,onboarding
TKT-e4dd51b3,ACC-267,Custom dashboard request,high,resolved,2025-06-18T14:00:00,2025-06-21T16:00:00,feature_request
TKT-2864bfd0,ACC-268,Documentation question,medium,resolved,2025-05-20T14:00:00,2025-05-21T13:00:00,onboarding
TKT-a9527be5,ACC-268,Authentication error,medium,resolved,2025-06-07T14:00:00,2025-06-13T12:00:00,technical
TKT-d2ef3da4,ACC-268,API latency spike,medium,resolved,2025-06-06T14:00:00,2025-06-09T02:00:00,technical
TKT-0aacf22c,ACC-269,Documentation question,high,open,2025-06-30T14:00:00,,onboarding
TKT-55abe762,ACC-269,Documentation question,medium,open,2025-05-11T14:00:00,,onboarding
TKT-9d97d533,ACC-269,Rate limiting issue,medium,resolved,2025-06-08T14:00:00,2025-06-14T10:00:00,technical
TKT-7fae548e,ACC-269,Data sync failure,medium,resolved,2025-07-02T14:00:00,2025-07-07T13:00:00,technical
TKT-7219198e,ACC-270,Incorrect invoice amount,medium,resolved,2025-07-02T14:00:00,2025-07-08T03:00:00,billing
TKT-8e0b9a0e,ACC-270,Data duplication in reports,high,in_progress,2025-05-22T14:00:00,,bug
TKT-b69f3799,ACC-271,Bulk export capability,medium,resolved,2025-06-01T14:00:00,2025-06-01T23:00:00,feature_request
TKT-8e9fd875,ACC-271,Custom dashboard request,medium,resolved,2025-05-17T14:00:00,2025-05-22T11:00:00,feature_request
TKT-c74ecc34,ACC-271,SSO integration,medium,resolved,2025-05-08T14:00:00,2025-05-13T15:00:00,feature_request
TKT-ac5c3b08,ACC-271,API v2 access,low,in_progress,2025-05-27T14:00:00,,feature_request
TKT-811a6545,ACC-272,SSO integration,low,resolved,2025-06-01T14:00:00,2025-06-04T13:00:00,feature_request
TKT-8b6d23d6,ACC-272,Dashboard not loading,low,resolved,2025-05-01T14:00:00,2025-05-02T05:00:00,bug
TKT-f399770b,ACC-273,Authentication error,high,resolved,2025-06-04T14:00:00,2025-06-09T10:00:00,technical
TKT-03e8b60f,ACC-273,SSO integration,high,resolved,2025-04-26T14:00:00,2025-04-29T04:00:00,feature_request
TKT-a26d32aa,ACC-274,Billing cycle question,medium,resolved,2025-05-18T14:00:00,2025-05-21T19:00:00,billing
TKT-b3b60133,ACC-274,Export file corrupted,high,open,2025-05-11T14:00:00,,bug
TKT-6138f0a5,ACC-275,Migration assistance,high,resolved,2025-06-21T14:00:00,2025-06-27T20:00:00,onboarding
TKT-d82c3b23,ACC-276,Documentation question,critical,in_progress,2025-07-01T14:00:00,,onboarding
TKT-d6ed550a,ACC-277,Integration setup help,medium,resolved,2025-05-25T14:00:00,2025-05-30T12:00:00,onboarding
TKT-a925f5d8,ACC-277,Integration setup help,high,resolved,2025-06-15T14:00:00,2025-06-16T11:00:00,onboarding
TKT-ebda3454,ACC-277,API v2 access,low,resolved,2025-06-17T14:00:00,2025-06-23T13:00:00,feature_request
TKT-ba4c90f4,ACC-278,API v2 access,critical,resolved,2025-05-25T14:00:00,2025-05-27T23:00:00,feature_request
TKT-2d73f990,ACC-279,Missing overage charges,critical,resolved,2025-06-14T14:00:00,2025-06-15T12:00:00,billing
TKT-f4ed8df1,ACC-279,API latency spike,low,resolved,2025-06-03T14:00:00,2025-06-03T17:00:00,technical
TKT-b92666e4,ACC-280,Bulk export capability,low,resolved,2025-07-03T14:00:00,2025-07-08T22:00:00,feature_request
TKT-28a7b2aa,ACC-281,Documentation question,medium,resolved,2025-04-30T14:00:00,2025-05-03T12:00:00,onboarding
TKT-998cb9b6,ACC-282,Billing cycle question,medium,in_progress,2025-06-01T14:00:00,,billing
TKT-8a0ad01f,ACC-282,SSO integration,medium,open,2025-06-09T14:00:00,,feature_request
TKT-a7daa73a,ACC-283,API latency spike,medium,resolved,2025-05-30T14:00:00,2025-06-02T03:00:00,technical
TKT-a925f865,ACC-283,Export file corrupted,high,resolved,2025-06-17T14:00:00,2025-06-23T05:00:00,bug
TKT-3deb65fa,ACC-283,Authentication error,medium,resolved,2025-05-04T14:00:00,2025-05-08T21:00:00,technical
TKT-605d9dc0,ACC-283,Dashboard not loading,critical,resolved,2025-06-09T14:00:00,2025-06-10T03:00:00,bug
TKT-432b817b,ACC-283,Data duplication in reports,high,resolved,2025-04-28T14:00:00,2025-04-30T22:00:00,bug
TKT-118b32c7,ACC-283,Team training request,high,in_progress,2025-05-13T14:00:00,,onboarding
TKT-6452dd32,ACC-284,Documentation question,medium,resolved,2025-05-06T14:00:00,2025-05-13T00:00:00,onboarding
TKT-4bd7e23b,ACC-284,Billing cycle question,medium,resolved,2025-05-06T14:00:00,2025-05-09T12:00:00,billing
TKT-6320d7f9,ACC-284,API v2 access,low,resolved,2025-05-24T14:00:00,2025-05-30T21:00:00,feature_request
TKT-f5a9bc8d,ACC-285,Payment processing issue,medium,resolved,2025-06-30T14:00:00,2025-07-05T04:00:00,billing
TKT-c8e6cec1,ACC-285,Custom dashboard request,low,open,2025-05-14T14:00:00,,feature_request
TKT-0a8056ec,ACC-285,Authentication error,critical,resolved,2025-07-02T14:00:00,2025-07-06T01:00:00,technical
TKT-27a20754,ACC-285,Custom dashboard request,low,resolved,2025-05-18T14:00:00,2025-05-20T23:00:00,feature_request
TKT-de21fdee,ACC-286,Bulk export capability,medium,in_progress,2025-04-30T14:00:00,,feature_request
TKT-dd0d7245,ACC-286,Authentication error,medium,resolved,2025-05-04T14:00:00,2025-05-09T02:00:00,technical
TKT-9bd896b2,ACC-287,Incorrect usage metrics,medium,resolved,2025-06-05T14:00:00,2025-06-07T07:00:00,bug
TKT-21f56888,ACC-287,Incorrect usage metrics,low,open,2025-04-29T14:00:00,,bug
TKT-3f8eff72,ACC-287,Payment processing issue,low,resolved,2025-07-09T14:00:00,2025-07-11T17:00:00,billing
TKT-61fda567,ACC-288,Team training request,low,resolved,2025-05-18T14:00:00,2025-05-24T01:00:00,onboarding
TKT-99919200,ACC-289,Export file corrupted,high,resolved,2025-05-04T14:00:00,2025-05-05T01:00:00,bug
TKT-748b8e13,ACC-290,SSO integration,medium,resolved,2025-04-28T14:00:00,2025-05-02T17:00:00,feature_request
TKT-4e14703b,ACC-290,Export file corrupted,critical,resolved,2025-06-05T14:00:00,2025-06-09T10:00:00,bug
TKT-2493dbd3,ACC-290,Payment processing issue,low,resolved,2025-05-14T14:00:00,2025-05-18T04:00:00,billing
TKT-69ed6ec0,ACC-290,API v2 access,low,resolved,2025-06-26T14:00:00,2025-06-30T09:00:00,feature_request
TKT-04e3b84b,ACC-291,Dashboard not loading,low,resolved,2025-05-27T14:00:00,2025-05-30T16:00:00,bug
TKT-436d5223,ACC-291,Team training request,high,in_progress,2025-07-10T14:00:00,,onboarding
TKT-d30aa3b3,ACC-291,Team training request,medium,resolved,2025-06-17T14:00:00,2025-06-22T18:00:00,onboarding
TKT-3a88f8b3,ACC-293,Custom dashboard request,critical,resolved,2025-05-26T14:00:00,2025-05-26T20:00:00,feature_request
TKT-feb34c9f,ACC-293,Bulk export capability,high,open,2025-05-30T14:00:00,,feature_request
TKT-0968d508,ACC-293,Documentation question,high,open,2025-06-06T14:00:00,,onboarding
TKT-d49fb713,ACC-293,Payment processing issue,low,open,2025-05-24T14:00:00,,billing
TKT-b88d27db,ACC-294,Authentication error,low,open,2025-06-25T14:00:00,,technical
TKT-968091ed,ACC-294,Integration setup help,low,open,2025-06-04T14:00:00,,onboarding
TKT-a74ab5b5,ACC-295,Export file corrupted,medium,resolved,2025-05-20T14:00:00,2025-05-21T22:00:00,bug
TKT-c60ca2dc,ACC-295,Data duplication in reports,medium,resolved,2025-05-17T14:00:00,2025-05-20T16:00:00,bug
TKT-bcf0bd16,ACC-295,Authentication error,high,resolved,2025-05-22T14:00:00,2025-05-29T12:00:00,technical
TKT-514a500b,ACC-295,API v2 access,medium,resolved,2025-05-06T14:00:00,2025-05-09T08:00:00,feature_request
TKT-113d3bdd,ACC-296,API v2 access,low,open,2025-04-30T14:00:00,,feature_request
TKT-c587719e,ACC-297,Missing overage charges,low,resolved,2025-05-16T14:00:00,2025-05-21T04:00:00,billing
TKT-5242c3e6,ACC-297,Integration setup help,medium,in_progress,2025-06-09T14:00:00,,onboarding
TKT-141b328f,ACC-297,Migration assistance,low,resolved,2025-05-28T14:00:00,2025-05-31T09:00:00,onboarding
TKT-1528b480,ACC-297,Data sync failure,medium,in_progress,2025-07-10T14:00:00,,technical
TKT-06fdb00c,ACC-298,Data sync failure,medium,resolved,2025-07-08T14:00:00,2025-07-11T07:00:00,technical
TKT-19d2ffe1,ACC-298,Incorrect invoice amount,low,resolved,2025-05-12T14:00:00,2025-05-13T03:00:00,billing
TKT-c0f36130,ACC-298,Missing overage charges,low,open,2025-06-24T14:00:00,,billing
TKT-cbdd81d5,ACC-299,Data duplication in reports,low,resolved,2025-06-20T14:00:00,2025-06-26T05:00:00,bug
TKT-f25d7921,ACC-300,Authentication error,medium,in_progress,2025-06-24T14:00:00,,technical
TKT-b140db4d,ACC-300,Incorrect usage metrics,high,resolved,2025-07-03T14:00:00,2025-07-08T21:00:00,bug
TKT-7f41df62,ACC-300,Data sync failure,high,resolved,2025-06-13T14:00:00,2025-06-20T07:00:00,technical
TKT-0d5187f6,ACC-301,Custom dashboard request,critical,resolved,2025-05-04T14:00:00,2025-05-05T07:00:00,feature_request
TKT-2e559d08,ACC-301,Incorrect usage metrics,high,resolved,2025-05-23T14:00:00,2025-05-29T23:00:00,bug
TKT-3bf200c1,ACC-301,SSO integration,high,resolved,2025-06-17T14:00:00,2025-06-21T13:00:00,feature_request
TKT-c8bd5caa,ACC-301,Data duplication in reports,critical,resolved,2025-06-17T14:00:00,2025-06-23T22:00:00,bug
TKT-0f9a44f8,ACC-302,Rate limiting issue,medium,open,2025-05-15T14:00:00,,technical
TKT-6954ea80,ACC-302,Data sync failure,medium,resolved,2025-05-01T14:00:00,2025-05-06T03:00:00,technical
TKT-1e6e5ee5,ACC-302,Payment processing issue,critical,open,2025-05-29T14:00:00,,billing
TKT-da3fe364,ACC-302,Dashboard not loading,high,resolved,2025-05-17T14:00:00,2025-05-22T12:00:00,bug
TKT-7fa727fd,ACC-302,Payment processing issue,high,resolved,2025-05-22T14:00:00,2025-05-29T00:00:00,billing
TKT-165be560,ACC-302,API latency spike,critical,resolved,2025-06-30T14:00:00,2025-06-30T16:00:00,technical
TKT-2594a6f0,ACC-302,API latency spike,medium,resolved,2025-07-07T14:00:00,2025-07-12T23:00:00,technical
TKT-59d7e67d,ACC-302,Rate limiting issue,high,resolved,2025-06-28T14:00:00,2025-07-01T18:00:00,technical
TKT-a143bbff,ACC-303,Integration setup help,medium,resolved,2025-06-04T14:00:00,2025-06-08T05:00:00,onboarding
TKT-04455fbf,ACC-304,Migration assistance,low,resolved,2025-06-06T14:00:00,2025-06-11T15:00:00,onboarding
TKT-f9fbbfbd,ACC-304,Payment processing issue,low,resolved,2025-06-08T14:00:00,2025-06-08T16:00:00,billing
TKT-f70f61dc,ACC-304,Incorrect usage metrics,medium,resolved,2025-06-11T14:00:00,2025-06-12T15:00:00,bug
TKT-ad14d2f5,ACC-304,API latency spike,low,open,2025-05-23T14:00:00,,technical
TKT-0c7e3bc4,ACC-306,Export file corrupted,medium,resolved,2025-05-05T14:00:00,2025-05-10T06:00:00,bug
TKT-94fdd3a6,ACC-307,Documentation question,low,resolved,2025-05-08T14:00:00,2025-05-11T10:00:00,onboarding
TKT-1e197b7c,ACC-307,Payment processing issue,high,in_progress,2025-05-01T14:00:00,,billing
TKT-8cd47e36,ACC-307,Billing cycle question,critical,in_progress,2025-06-15T14:00:00,,billing
TKT-ad0e6074,ACC-307,Export file corrupted,medium,resolved,2025-06-10T14:00:00,2025-06-14T22:00:00,bug
TKT-524ed8a4,ACC-308,Billing cycle question,high,resolved,2025-05-13T14:00:00,2025-05-15T20:00:00,billing
TKT-a6aaef86,ACC-308,Payment processing issue,high,open,2025-05-28T14:00:00,,billing
TKT-7068ec70,ACC-308,SSO integration,low,in_progress,2025-06-10T14:00:00,,feature_request
TKT-3d93eec4,ACC-309,Rate limiting issue,medium,resolved,2025-04-30T14:00:00,2025-05-03T00:00:00,technical
TKT-44e50327,ACC-309,Dashboard not loading,medium,resolved,2025-05-20T14:00:00,2025-05-21T04:00:00,bug
TKT-0bfc9e7a,ACC-310,Integration setup help,low,resolved,2025-06-03T14:00:00,2025-06-03T17:00:00,onboarding
TKT-586abf77,ACC-310,Bulk export capability,high,resolved,2025-06-08T14:00:00,2025-06-10T15:00:00,feature_request
TKT-5b6c4d89,ACC-310,Documentation question,high,open,2025-05-22T14:00:00,,onboarding
TKT-f092cbe9,ACC-311,Custom dashboard request,medium,resolved,2025-05-15T14:00:00,2025-05-22T14:00:00,feature_request
TKT-7d74ab3e,ACC-312,Payment processing issue,medium,resolved,2025-05-13T14:00:00,2025-05-18T01:00:00,billing
TKT-e5e13cae,ACC-315,Team training request,medium,resolved,2025-05-19T14:00:00,2025-05-20T10:00:00,onboarding
TKT-ba5ffcb4,ACC-316,Custom dashboard request,critical,resolved,2025-05-19T14:00:00,2025-05-20T00:00:00,feature_request
TKT-ff478c5c,ACC-316,Export file corrupted,medium,resolved,2025-05-18T14:00:00,2025-05-20T16:00:00,bug
TKT-38a4b10b,ACC-316,Export file corrupted,low,resolved,2025-05-25T14:00:00,2025-05-26T07:00:00,bug
TKT-5c44244d,ACC-316,Documentation question,medium,resolved,2025-05-07T14:00:00,2025-05-13T05:00:00,onboarding
TKT-15135305,ACC-317,Dashboard not loading,high,resolved,2025-05-24T14:00:00,2025-05-30T11:00:00,bug
TKT-6774f5d9,ACC-318,Team training request,medium,resolved,2025-05-13T14:00:00,2025-05-16T23:00:00,onboarding
TKT-49fe5af4,ACC-318,Missing overage charges,critical,resolved,2025-07-07T14:00:00,2025-07-08T09:00:00,billing
TKT-03fe96ae,ACC-320,Dashboard not loading,low,resolved,2025-06-26T14:00:00,2025-07-01T13:00:00,bug
TKT-e6a89439,ACC-320,Team training request,medium,in_progress,2025-06-23T14:00:00,,onboarding
TKT-c08215c4,ACC-321,Billing cycle question,high,in_progress,2025-06-11T14:00:00,,billing
TKT-3d7bbf35,ACC-321,Dashboard not loading,medium,open,2025-05-03T14:00:00,,bug
TKT-f5a9298a,ACC-322,Migration assistance,medium,in_progress,2025-06-09T14:00:00,,onboarding
TKT-cb56e16a,ACC-322,Authentication error,medium,in_progress,2025-04-27T14:00:00,,technical
TKT-c143e741,ACC-322,Billing cycle question,medium,resolved,2025-04-29T14:00:00,2025-05-05T14:00:00,billing
TKT-3a1b6146,ACC-322,Dashboard not loading,high,resolved,2025-06-26T14:00:00,2025-07-01T08:00:00,bug
TKT-b20675fd,ACC-323,API latency spike,medium,in_progress,2025-05-25T14:00:00,,technical
TKT-c7aa1177,ACC-324,Dashboard not loading,low,open,2025-05-31T14:00:00,,bug
TKT-61a425ff,ACC-325,Missing overage charges,high,open,2025-06-02T14:00:00,,billing
